id,customer_id,product_id,Qty,Date
931,63,441,14,26.11.2014
932,35,359,13,14.10.2015
933,19,175,3,14.08.2015
934,20,433,5,16.06.2014
935,57,461,15,28.04.2014
936,47,192,17,26.05.2015
937,38,285,19,24.03.2014
938,53,55,18,27.08.2014
939,28,338,5,11.12.2015
940,45,222,10,04.07.2015
941,17,301,17,02.12.2015
942,37,449,2,14.03.2014
943,23,444,3,26.07.2015
944,11,121,9,06.05.2015
945,8,351,19,22.02.2014
946,37,194,16,27.02.2015
947,45,124,20,01.04.2014
948,11,359,15,09.02.2015
949,41,207,9,23.01.2015
950,11,224,14,01.07.2014
951,13,81,3,27.09.2014
952,52,71,15,15.06.2015
953,37,204,9,12.01.2015
954,53,359,20,08.05.2015
955,17,172,15,27.12.2015
956,65,427,18,27.03.2015
957,25,429,8,16.01.2014
958,7,38,14,08.12.2013
959,14,317,9,06.06.2014
960,26,208,14,29.05.2015
961,57,52,11,07.09.2015
962,14,345,9,13.12.2014
963,61,377,1,29.04.2014
964,62,215,9,08.09.2014
965,54,250,2,08.06.2014
966,34,282,6,20.02.2015
967,7,22,3,06.09.2015
968,58,98,2,10.01.2015
969,22,375,8,25.01.2014
970,44,445,3,05.12.2014
971,58,333,8,20.12.2013
972,52,272,3,20.11.2015
973,45,257,9,02.11.2014
974,20,271,3,11.10.2015
975,12,213,16,10.08.2014
976,14,468,11,19.04.2015
977,15,28,2,02.10.2015
978,30,271,10,29.03.2014
979,33,213,18,08.03.2014
980,23,476,7,09.04.2015
981,65,490,8,30.12.2015
982,7,316,10,06.09.2014
983,13,265,6,29.10.2015
984,66,352,7,17.08.2014
985,54,260,2,30.12.2013
986,17,150,1,21.08.2015
987,38,480,8,22.04.2014
988,45,338,6,25.02.2015
989,27,348,8,27.07.2014
990,65,320,17,09.05.2014
991,57,272,5,04.03.2015
992,12,380,14,13.02.2015
993,52,397,5,10.07.2015
994,27,4,15,13.12.2013
995,25,256,2,11.06.2015
996,60,46,11,10.01.2016
997,33,137,8,12.07.2015
998,49,160,3,18.07.2015
999,22,185,17,05.01.2015
1000,50,13,20,26.07.2014
1001,50,13,20,27.07.2014
1002,50,13,20,27.07.2014
1001,50,13,20,27.07.2014
1002,50,13,20,27.07.2014
