"StatID","TeamID","PlayerID","SeasonType","Season","Name","Team","Position","Started","GameID","OpponentID","Opponent","Day","DateTime","HomeOrAway","Minutes","Seconds","FieldGoalsMade","FieldGoalsAttempted","FieldGoalsPercentage","EffectiveFieldGoalsPercentage","TwoPointersMade","TwoPointersAttempted","TwoPointersPercentage","ThreePointersMade","ThreePointersAttempted","ThreePointersPercentage","FreeThrowsMade","FreeThrowsAttempted","FreeThrowsPercentage","OffensiveRebounds","DefensiveRebounds","Rebounds","Assists","Steals","BlockedShots","Turnovers","PersonalFouls","Points","TrueShootingAttempts","TrueShootingPercentage","PlusMinus"
20816,13,20000740,1,2015,"David West","IND","F",1,748,6,"NY","2015-01-29","2015-01-29T19:00:00","HOME",26,36,3,8,37.5,37.5,3,8,37.5,0,0,0,4,4,100,1,5,6,6,0,1,1,2,10,9.76,50,16
20817,13,20000731,1,2015,"Roy Hibbert","IND","C",1,748,6,"NY","2015-01-29","2015-01-29T19:00:00","HOME",23,36,9,11,81.8,81.8,9,11,81.8,0,0,0,0,0,0,2,8,10,1,1,1,2,1,18,11,81.8,18
20877,21,20000633,1,2015,"Marc Gasol","MEM","C",1,750,20,"DEN","2015-01-29","2015-01-29T20:00:00","HOME",24,57,4,8,50,50,4,8,50,0,0,0,2,2,100,1,6,7,2,1,2,1,3,10,8.88,55.6,14
20878,21,20000634,1,2015,"Courtney Lee","MEM","G",1,750,20,"DEN","2015-01-29","2015-01-29T20:00:00","HOME",24,10,5,10,50,50,5,8,62.5,0,2,0,1,3,33.3,0,2,2,2,1,0,1,0,11,11.32,47.8,18
20964,3,20000602,1,2015,"Paul Millsap","ATL","F",1,753,19,"POR","2015-01-30","2015-01-30T19:30:00","HOME",35,30,6,14,42.9,50,4,9,44.4,2,5,40,7,9,77.8,0,8,8,2,3,0,1,2,21,17.96,58.3,-2
20965,3,20000615,1,2015,"Thabo Sefolosha","ATL","F",1,753,19,"POR","2015-01-30","2015-01-30T19:30:00","HOME",2,21,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,1
20984,22,20000546,1,2015,"Josh Smith","HOU","F",0,754,9,"BOS","2015-01-30","2015-01-30T19:30:00","AWAY",30,51,6,13,46.2,46.2,5,10,50,1,3,33.3,2,2,100,2,8,10,3,2,1,1,4,15,13.88,53.6,1
20987,22,20000545,1,2015,"Jason Terry","HOU","G",0,754,9,"BOS","2015-01-30","2015-01-30T19:30:00","AWAY",14,52,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,4,0,0,0,1,0,2,0,7
20996,9,20000557,1,2015,"Brandon Bass","BOS","C",1,754,22,"HOU","2015-01-30","2015-01-30T19:30:00","HOME",32,48,6,11,54.5,54.5,6,11,54.5,0,0,0,5,8,62.5,3,5,8,1,0,1,0,2,17,14.52,58.6,1
21024,12,20000571,1,2015,"LeBron James","CLE","F",1,755,30,"SAC","2015-01-30","2015-01-30T19:30:00","HOME",33,4,7,16,43.8,50,6,12,50,1,4,25,4,6,66.7,0,3,3,7,4,2,6,1,19,18.64,51.4,13
21053,8,20000586,1,2015,"Joe Johnson","BKN","F",1,756,10,"TOR","2015-01-30","2015-01-30T19:30:00","HOME",45,36,8,16,50,50,7,11,63.6,1,5,20,0,0,0,1,3,4,3,0,0,1,0,17,16,53.1,-12
21070,28,20000664,1,2015,"Chris Paul","LAC","G",1,757,23,"NO","2015-01-30","2015-01-30T20:00:00","AWAY",38,14,10,20,50,60,7,11,63.6,3,9,33.3,1,2,50,0,8,8,7,3,0,1,2,24,20.88,57.1,-6
21071,28,20000665,1,2015,"J.J. Redick","LAC","G",1,757,23,"NO","2015-01-30","2015-01-30T20:00:00","AWAY",27,55,5,13,38.5,38.5,5,8,62.5,0,5,0,2,2,100,0,1,1,4,0,1,1,3,12,13.88,42.9,-11
21108,4,20000771,1,2015,"Chris Bosh","MIA","F",1,758,25,"DAL","2015-01-30","2015-01-30T20:00:00","HOME",34,11,5,18,27.8,33.3,4,14,28.6,1,4,25,1,3,33.3,2,6,8,1,0,1,3,1,12,19.32,30.8,-16
21111,4,20000773,1,2015,"Mario Chalmers","MIA","G",1,758,25,"DAL","2015-01-30","2015-01-30T20:00:00","HOME",34,48,3,11,27.3,36.4,1,4,25,2,7,28.6,2,4,50,1,2,3,6,1,0,5,3,10,12.76,38.5,-16
21129,26,20000487,1,2015,"Andre Iguodala","GS","GF",0,759,17,"UTA","2015-01-30","2015-01-30T21:00:00","AWAY",21,15,2,7,28.6,28.6,2,4,50,0,3,0,2,4,50,1,2,3,3,2,0,1,1,6,8.76,33.3,3
21131,26,20000491,1,2015,"Marreese Speights","GS","FC",0,759,17,"UTA","2015-01-30","2015-01-30T21:00:00","AWAY",17,26,1,7,14.3,14.3,1,6,16.7,0,1,0,3,4,75,3,5,8,0,0,0,2,1,5,8.76,27.8,7
21196,13,20000740,1,2015,"David West","IND","F",1,761,30,"SAC","2015-01-31","2015-01-31T19:00:00","HOME",27,2,5,10,50,50,5,10,50,0,0,0,7,8,87.5,1,4,5,3,1,3,1,3,17,13.52,63,-10
21198,13,20000731,1,2015,"Roy Hibbert","IND","C",1,761,30,"SAC","2015-01-31","2015-01-31T19:00:00","HOME",24,37,4,10,40,40,4,10,40,0,0,0,3,4,75,1,6,7,1,1,0,0,3,11,11.76,45.8,6
21205,13,20000729,1,2015,"Luis Scola","IND","FC",0,761,30,"SAC","2015-01-31","2015-01-31T19:00:00","HOME",20,58,3,5,60,60,3,5,60,0,0,0,7,7,100,1,4,5,1,0,0,1,1,13,8.08,81.2,5
21256,1,20000438,1,2015,"Paul Pierce","WAS","F",1,763,10,"TOR","2015-01-31","2015-01-31T19:00:00","HOME",34,44,6,10,60,80,3,3,100,3,7,42.9,4,5,80,0,5,5,2,1,1,2,0,19,12.2,79.2,4
21264,1,20000767,1,2015,"Andre Miller","WAS","G",0,763,10,"TOR","2015-01-31","2015-01-31T19:00:00","HOME",3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-12
21284,3,20000602,1,2015,"Paul Millsap","ATL","F",1,764,7,"PHI","2015-01-31","2015-01-31T19:30:00","HOME",34,55,5,13,38.5,46.2,4,10,40,1,3,33.3,4,4,100,4,4,8,1,2,1,2,1,15,14.76,50,0
21305,22,20000546,1,2015,"Josh Smith","HOU","F",0,765,14,"DET","2015-01-31","2015-01-31T19:30:00","AWAY",22,40,3,11,27.3,27.3,3,10,30,0,1,0,1,2,50,3,4,7,3,1,2,1,3,7,11.88,29.2,-5
21309,22,20000545,1,2015,"Jason Terry","HOU","G",0,765,14,"DET","2015-01-31","2015-01-31T19:30:00","AWAY",6,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-8
21328,12,20000571,1,2015,"LeBron James","CLE","F",1,766,16,"MIN","2015-01-31","2015-01-31T20:00:00","AWAY",39,45,14,25,56,64,11,17,64.7,3,8,37.5,5,8,62.5,3,3,6,5,0,1,2,1,36,28.52,63.2,25
21357,18,20000884,1,2015,"Kevin Durant","OKC","F",1,767,21,"MEM","2015-01-31","2015-01-31T20:00:00","AWAY",36,51,5,16,31.2,31.2,5,11,45.5,0,5,0,5,6,83.3,0,7,7,4,1,0,4,0,15,18.64,40.5,-14
21360,18,20000877,1,2015,"Russell Westbrook","OKC","G",1,767,21,"MEM","2015-01-31","2015-01-31T20:00:00","AWAY",31,52,5,16,31.2,37.5,4,13,30.8,1,3,33.3,3,4,75,1,5,6,5,0,0,3,4,14,17.76,38.9,-7
21365,18,20000879,1,2015,"Nick Collison","OKC","FC",0,767,21,"MEM","2015-01-31","2015-01-31T20:00:00","AWAY",16,35,1,3,33.3,33.3,1,3,33.3,0,0,0,0,0,0,2,1,3,0,0,0,1,1,2,3,33.3,0
21374,21,20000633,1,2015,"Marc Gasol","MEM","C",1,767,18,"OKC","2015-01-31","2015-01-31T20:00:00","HOME",32,0,5,14,35.7,35.7,5,14,35.7,0,0,0,5,5,100,2,10,12,5,2,1,0,3,15,16.2,46.9,11
21375,21,20000635,1,2015,"Mike Conley","MEM","G",1,767,18,"OKC","2015-01-31","2015-01-31T20:00:00","HOME",28,44,4,12,33.3,41.7,2,7,28.6,2,5,40,0,0,0,2,0,2,3,0,0,3,1,10,12,41.7,-1
21376,21,20000634,1,2015,"Courtney Lee","MEM","G",1,767,18,"OKC","2015-01-31","2015-01-31T20:00:00","HOME",27,39,3,6,50,66.7,2,4,50,1,2,50,0,0,0,0,2,2,1,2,0,0,2,7,6,58.3,3
21449,28,20000664,1,2015,"Chris Paul","LAC","G",1,770,24,"SA","2015-01-31","2015-01-31T21:00:00","AWAY",30,40,9,16,56.2,62.5,7,13,53.8,2,3,66.7,0,0,0,1,2,3,6,1,0,5,3,20,16,62.5,9
21450,28,20000665,1,2015,"J.J. Redick","LAC","G",1,770,24,"SA","2015-01-31","2015-01-31T21:00:00","AWAY",27,47,4,7,57.1,57.1,3,5,60,1,2,50,0,0,0,0,4,4,1,0,0,1,0,9,7,64.3,7
21460,24,20000647,1,2015,"Tim Duncan","SA","F",1,770,28,"LAC","2015-01-31","2015-01-31T21:00:00","HOME",26,20,2,5,40,40,2,5,40,0,0,0,0,0,0,1,7,8,1,1,0,1,2,4,5,40,-7
21462,24,20000649,1,2015,"Tony Parker","SA","G",1,770,28,"LAC","2015-01-31","2015-01-31T21:00:00","HOME",30,14,2,10,20,20,2,8,25,0,2,0,1,2,50,0,6,6,8,0,0,3,2,5,10.88,22.7,-7
21464,24,20000651,1,2015,"Boris Diaw","SA","FC",0,770,28,"LAC","2015-01-31","2015-01-31T21:00:00","HOME",27,8,4,10,40,40,3,5,60,1,5,20,0,0,0,1,6,7,4,0,0,1,3,9,10,45,-11
21469,24,20000657,1,2015,"Matt Bonner","SA","FC",0,770,28,"LAC","2015-01-31","2015-01-31T21:00:00","HOME",8,13,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,-7
21494,26,20000487,1,2015,"Andre Iguodala","GS","GF",0,771,29,"PHO","2015-01-31","2015-01-31T22:30:00","HOME",23,55,4,9,44.4,44.4,3,4,75,1,5,20,3,4,75,0,4,4,2,2,1,0,2,12,10.76,54.5,6
21503,4,20000771,1,2015,"Chris Bosh","MIA","F",1,772,9,"BOS","2015-02-01","2015-02-01T13:00:00","AWAY",35,6,6,19,31.6,31.6,5,15,33.3,1,4,25,5,7,71.4,2,5,7,2,0,1,4,1,18,22.08,40.9,8
21506,4,20000773,1,2015,"Mario Chalmers","MIA","G",1,772,9,"BOS","2015-02-01","2015-02-01T13:00:00","AWAY",26,21,1,4,25,25,1,3,33.3,0,1,0,2,4,50,2,2,4,2,3,1,5,2,4,5.76,33.3,0
21518,9,20000557,1,2015,"Brandon Bass","BOS","F",1,772,4,"MIA","2015-02-01","2015-02-01T13:00:00","HOME",37,33,7,14,50,50,7,14,50,0,0,0,1,2,50,1,5,6,1,0,2,0,2,15,14.88,50,4
21578,12,20000571,1,2015,"LeBron James","CLE","F",1,774,7,"PHI","2015-02-02","2015-02-02T19:00:00","HOME",35,51,6,17,35.3,35.3,5,13,38.5,1,4,25,5,6,83.3,0,3,3,11,2,0,6,2,18,19.64,46.2,19
21608,1,20000438,1,2015,"Paul Pierce","WAS","F",1,775,2,"CHA","2015-02-02","2015-02-02T19:00:00","HOME",23,32,4,7,57.1,85.7,1,2,50,3,5,60,0,0,0,0,3,3,1,1,0,2,3,11,7,78.6,-10
21624,28,20000664,1,2015,"Chris Paul","LAC","G",1,776,8,"BKN","2015-02-02","2015-02-02T19:30:00","AWAY",37,46,8,18,44.4,50,6,13,46.2,2,5,40,2,4,50,0,8,8,8,3,0,3,4,20,19.76,50,-3
21625,28,20000665,1,2015,"J.J. Redick","LAC","G",1,776,8,"BKN","2015-02-02","2015-02-02T19:30:00","AWAY",4,11,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-2
21634,8,20000586,1,2015,"Joe Johnson","BKN","F",1,776,28,"LAC","2015-02-02","2015-02-02T19:30:00","HOME",38,38,8,13,61.5,76.9,4,7,57.1,4,6,66.7,2,4,50,0,5,5,6,1,0,1,1,22,14.76,73.3,1
21678,3,20000602,1,2015,"Paul Millsap","ATL","F",1,778,23,"NO","2015-02-02","2015-02-02T20:00:00","AWAY",32,23,5,14,35.7,35.7,5,11,45.5,0,3,0,5,6,83.3,2,4,6,1,0,2,2,2,15,16.64,45.5,-16
21725,18,20000877,1,2015,"Russell Westbrook","OKC","G",1,779,5,"ORL","2015-02-02","2015-02-02T20:00:00","HOME",38,21,8,15,53.3,53.3,7,12,58.3,1,3,33.3,8,8,100,1,10,11,14,4,1,2,1,25,18.52,67.6,3
21730,18,20000879,1,2015,"Nick Collison","OKC","FC",0,779,5,"ORL","2015-02-02","2015-02-02T20:00:00","HOME",11,7,1,6,16.7,16.7,1,6,16.7,0,0,0,0,0,0,2,1,3,0,1,1,1,2,2,6,16.7,8
21768,21,20000633,1,2015,"Marc Gasol","MEM","C",1,781,29,"PHO","2015-02-02","2015-02-02T21:00:00","AWAY",34,27,4,11,36.4,36.4,4,11,36.4,0,0,0,7,8,87.5,0,6,6,8,0,3,3,3,15,14.52,51.7,1
21769,21,20000634,1,2015,"Courtney Lee","MEM","G",1,781,29,"PHO","2015-02-02","2015-02-02T21:00:00","AWAY",31,57,2,4,50,50,2,4,50,0,0,0,2,2,100,0,1,1,1,1,1,1,1,6,4.88,60,-7
21770,21,20000635,1,2015,"Mike Conley","MEM","G",1,781,29,"PHO","2015-02-02","2015-02-02T21:00:00","AWAY",28,12,9,15,60,66.7,8,10,80,1,5,20,4,5,80,0,1,1,1,2,0,3,5,23,17.2,67.6,-3
21825,4,20000771,1,2015,"Chris Bosh","MIA","F",1,783,14,"DET","2015-02-03","2015-02-03T19:30:00","AWAY",33,40,14,23,60.9,69.6,11,18,61.1,3,5,60,3,4,75,0,3,3,2,1,0,2,0,34,24.76,68,-3
21828,4,20000773,1,2015,"Mario Chalmers","MIA","G",1,783,14,"DET","2015-02-03","2015-02-03T19:30:00","AWAY",27,35,0,2,0,0,0,1,0,0,1,0,1,2,50,0,2,2,5,0,0,0,1,1,2.88,16.7,-7
21857,9,20000557,1,2015,"Brandon Bass","BOS","C",1,784,6,"NY","2015-02-03","2015-02-03T19:30:00","AWAY",30,1,5,9,55.6,55.6,5,8,62.5,0,1,0,2,2,100,1,3,4,0,0,0,1,0,12,9.88,60,7
21920,26,20000487,1,2015,"Andre Iguodala","GS","GF",0,786,30,"SAC","2015-02-03","2015-02-03T22:00:00","AWAY",24,5,6,8,75,87.5,4,5,80,2,3,66.7,3,4,75,0,4,4,1,0,0,2,0,17,9.76,85,28
21923,26,20000491,1,2015,"Marreese Speights","GS","FC",0,786,30,"SAC","2015-02-03","2015-02-03T22:00:00","AWAY",20,41,8,13,61.5,61.5,8,13,61.5,0,0,0,1,2,50,4,4,8,3,0,0,0,6,17,13.88,60.7,15
21960,13,20000740,1,2015,"David West","IND","F",1,787,14,"DET","2015-02-04","2015-02-04T19:00:00","HOME",31,9,7,10,70,70,7,10,70,0,0,0,0,0,0,2,5,7,3,2,0,2,4,14,10,70,6
21962,13,20000731,1,2015,"Roy Hibbert","IND","C",1,787,14,"DET","2015-02-04","2015-02-04T19:00:00","HOME",36,10,8,11,72.7,72.7,8,11,72.7,0,0,0,0,0,0,5,7,12,3,0,3,2,1,16,11,72.7,12
21968,13,20000729,1,2015,"Luis Scola","IND","FC",0,787,14,"DET","2015-02-04","2015-02-04T19:00:00","HOME",16,45,4,8,50,50,4,8,50,0,0,0,1,2,50,0,0,0,3,0,0,2,3,9,8.88,50,-3
21976,1,20000438,1,2015,"Paul Pierce","WAS","F",1,788,3,"ATL","2015-02-04","2015-02-04T19:30:00","AWAY",25,28,1,5,20,20,1,3,33.3,0,2,0,2,2,100,1,3,4,2,1,0,2,5,4,5.88,33.3,2
21989,3,20000602,1,2015,"Paul Millsap","ATL","F",1,788,1,"WAS","2015-02-04","2015-02-04T19:30:00","HOME",33,29,4,7,57.1,71.4,2,4,50,2,3,66.7,1,2,50,0,7,7,1,3,1,1,4,11,7.88,68.8,12
22019,9,20000557,1,2015,"Brandon Bass","BOS","F",1,789,20,"DEN","2015-02-04","2015-02-04T19:30:00","HOME",22,40,4,13,30.8,30.8,4,13,30.8,0,0,0,1,1,100,2,2,4,1,0,0,0,1,9,13.44,33.3,-3
22033,8,20000586,1,2015,"Joe Johnson","BKN","F",1,790,10,"TOR","2015-02-04","2015-02-04T19:30:00","AWAY",26,29,4,8,50,50,3,5,60,1,3,33.3,3,4,75,1,0,1,7,1,0,0,0,12,9.76,60,1
22065,18,20000877,1,2015,"Russell Westbrook","OKC","G",1,791,23,"NO","2015-02-04","2015-02-04T20:00:00","AWAY",40,28,18,31,58.1,61.3,16,25,64,2,6,33.3,7,9,77.8,0,6,6,6,1,1,6,2,45,34.96,64.3,16
22070,18,20000879,1,2015,"Nick Collison","OKC","FC",0,791,23,"NO","2015-02-04","2015-02-04T20:00:00","AWAY",6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,-4
22110,22,20000546,1,2015,"Josh Smith","HOU","F",0,792,11,"CHI","2015-02-04","2015-02-04T20:00:00","HOME",29,44,3,11,27.3,36.4,2,7,28.6,1,4,25,2,5,40,2,11,13,4,2,2,0,4,9,13.2,34.6,8
22112,22,20000545,1,2015,"Jason Terry","HOU","G",0,792,11,"CHI","2015-02-04","2015-02-04T20:00:00","HOME",18,37,2,4,50,50,1,1,100,1,3,33.3,0,0,0,0,1,1,2,0,0,0,0,5,4,62.5,21
22151,4,20000771,1,2015,"Chris Bosh","MIA","F",1,794,16,"MIN","2015-02-04","2015-02-04T20:00:00","AWAY",33,51,5,14,35.7,35.7,5,12,41.7,0,2,0,4,5,80,0,5,5,1,0,0,3,2,14,16.2,43.8,-12
22153,4,20000773,1,2015,"Mario Chalmers","MIA","G",1,794,16,"MIN","2015-02-04","2015-02-04T20:00:00","AWAY",31,26,5,11,45.5,45.5,5,11,45.5,0,0,0,2,2,100,0,3,3,5,1,0,3,4,12,11.88,50,7
22196,24,20000647,1,2015,"Tim Duncan","SA","F",1,795,5,"ORL","2015-02-04","2015-02-04T20:30:00","HOME",33,33,11,17,64.7,64.7,11,17,64.7,0,0,0,4,8,50,1,9,10,1,1,1,1,3,26,20.52,63.4,-16
22197,24,20000651,1,2015,"Boris Diaw","SA","C",1,795,5,"ORL","2015-02-04","2015-02-04T20:30:00","HOME",19,21,2,3,66.7,66.7,2,2,100,0,1,0,0,0,0,1,1,2,3,0,1,0,2,4,3,66.7,-14
22198,24,20000649,1,2015,"Tony Parker","SA","G",1,795,5,"ORL","2015-02-04","2015-02-04T20:30:00","HOME",29,50,6,15,40,53.3,3,10,30,3,5,60,0,0,0,0,0,0,3,0,0,2,1,15,15,50,-12
22212,21,20000633,1,2015,"Marc Gasol","MEM","C",1,796,17,"UTA","2015-02-04","2015-02-04T21:00:00","AWAY",32,55,9,18,50,50,9,18,50,0,0,0,5,5,100,1,5,6,4,0,1,1,2,23,20.2,57.5,5
22213,21,20000635,1,2015,"Mike Conley","MEM","G",1,796,17,"UTA","2015-02-04","2015-02-04T21:00:00","AWAY",30,54,6,11,54.5,72.7,3,6,50,3,5,60,2,2,100,0,3,3,2,0,0,2,2,17,11.88,70.8,2
22214,21,20000634,1,2015,"Courtney Lee","MEM","G",1,796,17,"UTA","2015-02-04","2015-02-04T21:00:00","AWAY",29,24,1,4,25,25,1,3,33.3,0,1,0,0,0,0,1,4,5,1,1,0,0,0,2,4,25,3
22259,26,20000487,1,2015,"Andre Iguodala","GS","GF",0,797,25,"DAL","2015-02-04","2015-02-04T22:30:00","HOME",29,38,3,7,42.9,57.1,2,4,50,1,3,33.3,0,0,0,1,6,7,5,1,1,0,2,7,7,50,22
22261,26,20000491,1,2015,"Marreese Speights","GS","FC",0,797,25,"DAL","2015-02-04","2015-02-04T22:30:00","HOME",13,36,5,10,50,50,5,10,50,0,0,0,4,4,100,2,4,6,1,0,1,0,3,14,11.76,58.3,10
22269,1,20000438,1,2015,"Paul Pierce","WAS","F",1,798,2,"CHA","2015-02-05","2015-02-05T19:00:00","AWAY",30,15,7,13,53.8,61.5,5,9,55.6,2,4,50,3,4,75,0,2,2,2,0,1,1,3,19,14.76,63.3,-10
22302,28,20000664,1,2015,"Chris Paul","LAC","G",1,799,12,"CLE","2015-02-05","2015-02-05T20:00:00","AWAY",27,28,4,14,28.6,28.6,3,10,30,1,4,25,1,2,50,0,2,2,9,1,0,0,3,10,14.88,33.3,-22
22312,12,20000571,1,2015,"LeBron James","CLE","F",1,799,28,"LAC","2015-02-05","2015-02-05T20:00:00","HOME",27,47,8,14,57.1,57.1,7,12,58.3,1,2,50,6,7,85.7,0,3,3,9,1,0,2,0,23,17.08,67.6,27
22384,12,20000571,1,2015,"LeBron James","CLE","F",1,802,13,"IND","2015-02-06","2015-02-06T19:00:00","AWAY",38,34,10,21,47.6,47.6,10,17,58.8,0,4,0,5,8,62.5,0,6,6,5,2,1,7,3,25,24.52,51,-3
22399,13,20000740,1,2015,"David West","IND","F",1,802,12,"CLE","2015-02-06","2015-02-06T19:00:00","HOME",28,32,9,15,60,60,9,15,60,0,0,0,2,2,100,3,10,13,3,2,0,0,3,20,15.88,62.5,1
22400,13,20000731,1,2015,"Roy Hibbert","IND","C",1,802,12,"CLE","2015-02-06","2015-02-06T19:00:00","HOME",39,53,5,12,41.7,41.7,5,12,41.7,0,0,0,0,0,0,2,6,8,0,0,1,2,2,10,12,41.7,-4
22403,13,20000729,1,2015,"Luis Scola","IND","FC",0,802,12,"CLE","2015-02-06","2015-02-06T19:00:00","HOME",21,37,3,7,42.9,42.9,3,6,50,0,1,0,0,0,0,1,5,6,2,1,0,0,1,6,7,42.9,11
22428,8,20000586,1,2015,"Joe Johnson","BKN","F",1,803,6,"NY","2015-02-06","2015-02-06T19:00:00","HOME",36,2,5,10,50,60,4,7,57.1,1,3,33.3,2,2,100,1,10,11,2,1,0,1,3,13,10.88,59.1,12
22475,28,20000664,1,2015,"Chris Paul","LAC","G",1,805,10,"TOR","2015-02-06","2015-02-06T19:00:00","AWAY",39,46,8,16,50,56.2,6,11,54.5,2,5,40,4,4,100,0,6,6,9,2,0,3,2,22,17.76,61.1,-15
22505,26,20000487,1,2015,"Andre Iguodala","GS","GF",0,806,3,"ATL","2015-02-06","2015-02-06T19:30:00","AWAY",30,18,3,8,37.5,50,1,2,50,2,6,33.3,0,0,0,1,0,1,3,1,1,0,1,8,8,50,-6
22506,26,20000491,1,2015,"Marreese Speights","GS","FC",0,806,3,"ATL","2015-02-06","2015-02-06T19:30:00","AWAY",13,24,3,8,37.5,37.5,3,7,42.9,0,1,0,0,0,0,0,5,5,0,0,0,1,3,6,8,37.5,-3
22515,3,20000602,1,2015,"Paul Millsap","ATL","F",1,806,26,"GS","2015-02-06","2015-02-06T19:30:00","HOME",34,15,6,10,60,60,6,8,75,0,2,0,9,12,75,2,2,4,3,3,1,2,3,21,15.28,67.7,2
22547,9,20000557,1,2015,"Brandon Bass","BOS","C",1,807,7,"PHI","2015-02-06","2015-02-06T19:30:00","HOME",26,52,4,7,57.1,57.1,3,6,50,1,1,100,4,4,100,1,4,5,0,0,0,1,1,13,8.76,72.2,7
22610,22,20000546,1,2015,"Josh Smith","HOU","F",0,809,15,"MIL","2015-02-06","2015-02-06T20:00:00","HOME",32,48,5,8,62.5,87.5,1,3,33.3,4,5,80,0,1,0,2,8,10,8,1,1,4,1,14,8.44,82.4,6
22613,22,20000545,1,2015,"Jason Terry","HOU","G",0,809,15,"MIL","2015-02-06","2015-02-06T20:00:00","HOME",12,1,0,4,0,0,0,1,0,0,3,0,1,1,100,0,3,3,1,0,0,1,0,1,4.44,11.1,3
22622,21,20000633,1,2015,"Marc Gasol","MEM","C",1,810,16,"MIN","2015-02-06","2015-02-06T20:00:00","AWAY",32,24,6,9,66.7,66.7,6,9,66.7,0,0,0,3,3,100,1,2,3,2,2,1,0,3,15,10.32,71.4,4
22623,21,20000635,1,2015,"Mike Conley","MEM","G",1,810,16,"MIN","2015-02-06","2015-02-06T20:00:00","AWAY",36,4,6,13,46.2,46.2,5,8,62.5,1,5,20,2,3,66.7,0,4,4,7,1,0,3,1,15,14.32,51.7,5
22624,21,20000634,1,2015,"Courtney Lee","MEM","G",1,810,16,"MIN","2015-02-06","2015-02-06T20:00:00","AWAY",28,54,5,9,55.6,66.7,4,7,57.1,1,2,50,3,3,100,0,1,1,1,2,0,1,1,14,10.32,66.7,-6
22664,18,20000884,1,2015,"Kevin Durant","OKC","F",1,811,23,"NO","2015-02-06","2015-02-06T20:00:00","HOME",42,46,9,26,34.6,38.5,6,16,37.5,3,10,30,6,7,85.7,2,3,5,4,2,1,2,2,27,29.08,46.6,0
22667,18,20000877,1,2015,"Russell Westbrook","OKC","G",1,811,23,"NO","2015-02-06","2015-02-06T20:00:00","HOME",39,42,15,28,53.6,57.1,12,23,52.2,3,5,60,15,15,100,3,6,9,11,4,0,3,4,48,34.6,69.6,5
22673,18,20000879,1,2015,"Nick Collison","OKC","FC",0,811,23,"NO","2015-02-06","2015-02-06T20:00:00","HOME",5,14,0,2,0,0,0,2,0,0,0,0,0,0,0,1,2,3,0,0,0,0,1,0,2,0,-3
22709,4,20000771,1,2015,"Chris Bosh","MIA","F",1,813,24,"SA","2015-02-06","2015-02-06T21:30:00","AWAY",35,53,7,18,38.9,38.9,7,17,41.2,0,1,0,0,1,0,1,6,7,3,1,1,1,0,14,18.44,37.8,-3
22713,4,20000773,1,2015,"Mario Chalmers","MIA","G",1,813,24,"SA","2015-02-06","2015-02-06T21:30:00","AWAY",24,45,2,8,25,25,1,5,20,1,3,33.3,2,2,100,0,1,1,4,2,0,2,2,7,8.88,38.9,-12
22725,24,20000647,1,2015,"Tim Duncan","SA","F",1,813,4,"MIA","2015-02-06","2015-02-06T21:30:00","HOME",25,18,5,8,62.5,62.5,5,8,62.5,0,0,0,0,0,0,4,8,12,0,1,0,4,1,10,8,62.5,1
22727,24,20000649,1,2015,"Tony Parker","SA","G",1,813,4,"MIA","2015-02-06","2015-02-06T21:30:00","HOME",29,14,9,12,75,83.3,7,9,77.8,2,3,66.7,1,1,100,0,3,3,4,0,0,3,2,21,12.44,84,16
22732,24,20000651,1,2015,"Boris Diaw","SA","FC",0,813,4,"MIA","2015-02-06","2015-02-06T21:30:00","HOME",17,30,1,3,33.3,33.3,1,3,33.3,0,0,0,0,0,0,0,2,2,4,0,0,1,1,2,3,33.3,2
22734,24,20000657,1,2015,"Matt Bonner","SA","FC",0,813,4,"MIA","2015-02-06","2015-02-06T21:30:00","HOME",16,4,1,5,20,40,0,2,0,1,3,33.3,0,0,0,2,2,4,3,2,0,0,0,3,5,30,12
22767,8,20000586,1,2015,"Joe Johnson","BKN","F",1,815,1,"WAS","2015-02-07","2015-02-07T19:00:00","AWAY",23,59,3,11,27.3,27.3,3,8,37.5,0,3,0,0,0,0,0,1,1,1,0,0,1,0,6,11,27.3,-23
22781,1,20000438,1,2015,"Paul Pierce","WAS","F",1,815,8,"BKN","2015-02-07","2015-02-07T19:00:00","HOME",22,9,1,8,12.5,12.5,1,5,20,0,3,0,0,0,0,0,3,3,1,1,0,1,2,2,8,12.5,10
22789,1,20000767,1,2015,"Andre Miller","WAS","G",0,815,8,"BKN","2015-02-07","2015-02-07T19:00:00","HOME",21,46,1,2,50,50,1,2,50,0,0,0,2,2,100,0,2,2,6,1,0,2,2,4,2.88,66.7,23
